subj,session,trial,rt,object_response,category,condition,imagename
clip,1,171,NaN,knife,bicycle,NaN,bicycle9_knife1.png
clip,1,172,NaN,bird,bird,NaN,bird0_bear1.png
clip,1,173,NaN,bicycle,bird,NaN,bird0_bicycle1.png
clip,1,174,NaN,bottle,bird,NaN,bird0_bottle1.png
clip,1,175,NaN,bird,bird,NaN,bird0_cat1.png
clip,1,176,NaN,chair,bird,NaN,bird0_chair1.png
clip,1,177,NaN,clock,bird,NaN,bird0_clock1.png
clip,1,178,NaN,bird,bird,NaN,bird0_dog1.png
clip,1,179,NaN,bird,bird,NaN,bird0_elephant1.png
clip,1,180,NaN,knife,bird,NaN,bird0_knife1.png
clip,1,181,NaN,knife,bird,NaN,bird1_bear1.png
clip,1,182,NaN,bicycle,bird,NaN,bird1_bicycle1.png
clip,1,183,NaN,bottle,bird,NaN,bird1_bottle1.png
clip,1,184,NaN,bird,bird,NaN,bird1_cat1.png
clip,1,185,NaN,chair,bird,NaN,bird1_chair1.png
clip,1,186,NaN,clock,bird,NaN,bird1_clock1.png
clip,1,187,NaN,bird,bird,NaN,bird1_dog1.png
clip,1,188,NaN,bird,bird,NaN,bird1_elephant1.png
clip,1,189,NaN,knife,bird,NaN,bird1_knife1.png
clip,1,190,NaN,bird,bird,NaN,bird2_bear1.png
clip,1,191,NaN,bird,bird,NaN,bird2_bicycle1.png
clip,1,192,NaN,knife,bird,NaN,bird2_bottle1.png
clip,1,193,NaN,bird,bird,NaN,bird2_cat1.png
clip,1,194,NaN,bird,bird,NaN,bird2_chair1.png
clip,1,195,NaN,clock,bird,NaN,bird2_clock1.png
clip,1,196,NaN,bird,bird,NaN,bird2_dog1.png
clip,1,197,NaN,bird,bird,NaN,bird2_elephant1.png
clip,1,198,NaN,bird,bird,NaN,bird2_knife1.png
clip,1,199,NaN,bird,bird,NaN,bird3_bear1.png
clip,1,200,NaN,bottle,bird,NaN,bird3_bicycle1.png
clip,1,201,NaN,bird,bird,NaN,bird3_bottle1.png
clip,1,202,NaN,bird,bird,NaN,bird3_cat1.png
clip,1,203,NaN,chair,bird,NaN,bird3_chair1.png
clip,1,204,NaN,clock,bird,NaN,bird3_clock1.png
clip,1,205,NaN,bird,bird,NaN,bird3_dog1.png
clip,1,206,NaN,bird,bird,NaN,bird3_elephant1.png
clip,1,207,NaN,bottle,bird,NaN,bird3_knife1.png
clip,1,208,NaN,bird,bird,NaN,bird4_bear1.png
clip,1,209,NaN,bird,bird,NaN,bird4_bicycle1.png
clip,1,210,NaN,bottle,bird,NaN,bird4_bottle1.png
clip,1,211,NaN,bird,bird,NaN,bird4_cat1.png
clip,1,212,NaN,knife,bird,NaN,bird4_chair1.png
clip,1,213,NaN,clock,bird,NaN,bird4_clock1.png
clip,1,214,NaN,bird,bird,NaN,bird4_dog1.png
clip,1,215,NaN,knife,bird,NaN,bird4_elephant1.png
clip,1,216,NaN,knife,bird,NaN,bird4_knife1.png
clip,1,217,NaN,bird,bird,NaN,bird5_bear1.png
clip,1,218,NaN,bicycle,bird,NaN,bird5_bicycle1.png
clip,1,219,NaN,bottle,bird,NaN,bird5_bottle1.png
clip,1,220,NaN,bird,bird,NaN,bird5_cat1.png
clip,1,221,NaN,chair,bird,NaN,bird5_chair1.png
clip,1,222,NaN,clock,bird,NaN,bird5_clock1.png
clip,1,223,NaN,bird,bird,NaN,bird5_dog1.png
clip,1,224,NaN,bird,bird,NaN,bird5_elephant1.png
clip,1,225,NaN,knife,bird,NaN,bird5_knife1.png
clip,1,226,NaN,bird,bird,NaN,bird6_bear1.png
clip,1,227,NaN,bicycle,bird,NaN,bird6_bicycle1.png
clip,1,228,NaN,bottle,bird,NaN,bird6_bottle1.png
clip,1,229,NaN,dog,bird,NaN,bird6_cat1.png
clip,1,230,NaN,chair,bird,NaN,bird6_chair1.png
clip,1,231,NaN,clock,bird,NaN,bird6_clock1.png
clip,1,232,NaN,dog,bird,NaN,bird6_dog1.png
clip,1,233,NaN,bird,bird,NaN,bird6_elephant1.png
clip,1,234,NaN,knife,bird,NaN,bird6_knife1.png
clip,1,235,NaN,bird,bird,NaN,bird7_bear1.png
clip,1,236,NaN,bird,bird,NaN,bird7_bicycle1.png
clip,1,237,NaN,bird,bird,NaN,bird7_bottle1.png
clip,1,238,NaN,bird,bird,NaN,bird7_cat1.png
clip,1,239,NaN,bird,bird,NaN,bird7_chair1.png
clip,1,240,NaN,clock,bird,NaN,bird7_clock1.png
clip,1,241,NaN,bird,bird,NaN,bird7_dog1.png
clip,1,242,NaN,bird,bird,NaN,bird7_elephant1.png
clip,1,243,NaN,bird,bird,NaN,bird7_knife1.png
clip,1,244,NaN,bird,bird,NaN,bird8_bear1.png
clip,1,245,NaN,bird,bird,NaN,bird8_bicycle1.png
clip,1,246,NaN,bird,bird,NaN,bird8_bottle1.png
clip,1,247,NaN,bird,bird,NaN,bird8_cat1.png
clip,1,248,NaN,clock,bird,NaN,bird8_chair1.png
clip,1,249,NaN,clock,bird,NaN,bird8_clock1.png
clip,1,250,NaN,knife,bird,NaN,bird8_dog1.png
clip,1,251,NaN,bird,bird,NaN,bird8_elephant1.png
clip,1,252,NaN,knife,bird,NaN,bird8_knife1.png
clip,1,253,NaN,bird,bird,NaN,bird9_bear1.png
clip,1,254,NaN,bicycle,bird,NaN,bird9_bicycle1.png
clip,1,255,NaN,bottle,bird,NaN,bird9_bottle1.png
clip,1,256,NaN,bird,bird,NaN,bird9_cat1.png
clip,1,257,NaN,chair,bird,NaN,bird9_chair1.png
clip,1,258,NaN,clock,bird,NaN,bird9_clock1.png
clip,1,259,NaN,bird,bird,NaN,bird9_dog1.png
clip,1,260,NaN,knife,bird,NaN,bird9_elephant1.png
clip,1,261,NaN,knife,bird,NaN,bird9_knife1.png
clip,1,262,NaN,dog,bottle,NaN,bottle0_bear1.png
clip,1,263,NaN,bicycle,bottle,NaN,bottle0_bicycle1.png
clip,1,264,NaN,bird,bottle,NaN,bottle0_bird1.png
clip,1,265,NaN,cat,bottle,NaN,bottle0_cat1.png
clip,1,266,NaN,chair,bottle,NaN,bottle0_chair1.png
clip,1,267,NaN,clock,bottle,NaN,bottle0_clock1.png
clip,1,268,NaN,dog,bottle,NaN,bottle0_dog1.png
clip,1,269,NaN,elephant,bottle,NaN,bottle0_elephant1.png
clip,1,270,NaN,knife,bottle,NaN,bottle0_knife1.png
clip,1,271,NaN,dog,bottle,NaN,bottle1_bear1.png
clip,1,272,NaN,bicycle,bottle,NaN,bottle1_bicycle1.png
clip,1,273,NaN,knife,bottle,NaN,bottle1_bird1.png
clip,1,274,NaN,cat,bottle,NaN,bottle1_cat1.png
clip,1,275,NaN,chair,bottle,NaN,bottle1_chair1.png
clip,1,276,NaN,clock,bottle,NaN,bottle1_clock1.png
clip,1,277,NaN,dog,bottle,NaN,bottle1_dog1.png
clip,1,278,NaN,elephant,bottle,NaN,bottle1_elephant1.png
clip,1,279,NaN,knife,bottle,NaN,bottle1_knife1.png
clip,1,280,NaN,dog,bottle,NaN,bottle2_bear1.png
clip,1,281,NaN,bicycle,bottle,NaN,bottle2_bicycle1.png
clip,1,282,NaN,knife,bottle,NaN,bottle2_bird1.png
clip,1,283,NaN,dog,bottle,NaN,bottle2_cat1.png
clip,1,284,NaN,chair,bottle,NaN,bottle2_chair1.png
clip,1,285,NaN,clock,bottle,NaN,bottle2_clock1.png
clip,1,286,NaN,dog,bottle,NaN,bottle2_dog1.png
clip,1,287,NaN,knife,bottle,NaN,bottle2_elephant1.png
clip,1,288,NaN,knife,bottle,NaN,bottle2_knife1.png
clip,1,289,NaN,dog,bottle,NaN,bottle3_bear1.png
clip,1,290,NaN,bicycle,bottle,NaN,bottle3_bicycle1.png
clip,1,291,NaN,bird,bottle,NaN,bottle3_bird1.png
clip,1,292,NaN,cat,bottle,NaN,bottle3_cat1.png
clip,1,293,NaN,chair,bottle,NaN,bottle3_chair1.png
clip,1,294,NaN,clock,bottle,NaN,bottle3_clock1.png
clip,1,295,NaN,dog,bottle,NaN,bottle3_dog1.png
clip,1,296,NaN,elephant,bottle,NaN,bottle3_elephant1.png
clip,1,297,NaN,knife,bottle,NaN,bottle3_knife1.png
clip,1,298,NaN,bottle,bottle,NaN,bottle4_bear1.png
clip,1,299,NaN,bicycle,bottle,NaN,bottle4_bicycle1.png
clip,1,300,NaN,bottle,bottle,NaN,bottle4_bird1.png
clip,1,301,NaN,bottle,bottle,NaN,bottle4_cat1.png
clip,1,302,NaN,bottle,bottle,NaN,bottle4_chair1.png
clip,1,303,NaN,clock,bottle,NaN,bottle4_clock1.png
clip,1,304,NaN,bottle,bottle,NaN,bottle4_dog1.png
clip,1,305,NaN,bottle,bottle,NaN,bottle4_elephant1.png
clip,1,306,NaN,bottle,bottle,NaN,bottle4_knife1.png
clip,1,307,NaN,knife,bottle,NaN,bottle5_bear1.png
clip,1,308,NaN,bottle,bottle,NaN,bottle5_bicycle1.png
clip,1,309,NaN,knife,bottle,NaN,bottle5_bird1.png
clip,1,310,NaN,dog,bottle,NaN,bottle5_cat1.png
clip,1,311,NaN,knife,bottle,NaN,bottle5_chair1.png
clip,1,312,NaN,clock,bottle,NaN,bottle5_clock1.png
clip,1,313,NaN,knife,bottle,NaN,bottle5_dog1.png
clip,1,314,NaN,knife,bottle,NaN,bottle5_elephant1.png
clip,1,315,NaN,knife,bottle,NaN,bottle5_knife1.png
clip,1,316,NaN,bottle,bottle,NaN,bottle6_bear1.png
clip,1,317,NaN,bicycle,bottle,NaN,bottle6_bicycle1.png
clip,1,318,NaN,bottle,bottle,NaN,bottle6_bird1.png
clip,1,319,NaN,bottle,bottle,NaN,bottle6_cat1.png
clip,1,320,NaN,bottle,bottle,NaN,bottle6_chair1.png
clip,1,321,NaN,clock,bottle,NaN,bottle6_clock1.png
clip,1,322,NaN,bottle,bottle,NaN,bottle6_dog1.png
clip,1,323,NaN,bottle,bottle,NaN,bottle6_elephant1.png
clip,1,324,NaN,bottle,bottle,NaN,bottle6_knife1.png
clip,1,325,NaN,bottle,bottle,NaN,bottle7_bear1.png
clip,1,326,NaN,bicycle,bottle,NaN,bottle7_bicycle1.png
clip,1,327,NaN,knife,bottle,NaN,bottle7_bird1.png
clip,1,328,NaN,cat,bottle,NaN,bottle7_cat1.png
clip,1,329,NaN,chair,bottle,NaN,bottle7_chair1.png
clip,1,330,NaN,clock,bottle,NaN,bottle7_clock1.png
clip,1,331,NaN,knife,bottle,NaN,bottle7_dog1.png
clip,1,332,NaN,bottle,bottle,NaN,bottle7_elephant1.png
clip,1,333,NaN,knife,bottle,NaN,bottle7_knife1.png
clip,1,334,NaN,bird,bottle,NaN,bottle8_bear1.png
clip,1,335,NaN,bicycle,bottle,NaN,bottle8_bicycle1.png
clip,1,336,NaN,knife,bottle,NaN,bottle8_bird1.png
clip,1,337,NaN,bottle,bottle,NaN,bottle8_cat1.png
clip,1,338,NaN,knife,bottle,NaN,bottle8_chair1.png
clip,1,339,NaN,clock,bottle,NaN,bottle8_clock1.png
clip,1,340,NaN,bottle,bottle,NaN,bottle8_dog1.png
clip,1,341,NaN,bottle,bottle,NaN,bottle8_elephant1.png
clip,1,342,NaN,knife,bottle,NaN,bottle8_knife1.png
clip,1,343,NaN,dog,bottle,NaN,bottle9_bear1.png
clip,1,344,NaN,bicycle,bottle,NaN,bottle9_bicycle1.png
clip,1,345,NaN,knife,bottle,NaN,bottle9_bird1.png
clip,1,346,NaN,bottle,bottle,NaN,bottle9_cat1.png
clip,1,347,NaN,chair,bottle,NaN,bottle9_chair1.png
clip,1,348,NaN,clock,bottle,NaN,bottle9_clock1.png
clip,1,349,NaN,knife,bottle,NaN,bottle9_dog1.png
clip,1,350,NaN,knife,bottle,NaN,bottle9_elephant1.png
clip,1,351,NaN,knife,bottle,NaN,bottle9_knife1.png
clip,1,352,NaN,dog,cat,NaN,cat0_bear1.png
clip,1,353,NaN,bicycle,cat,NaN,cat0_bicycle1.png
clip,1,354,NaN,cat,cat,NaN,cat0_bird1.png
clip,1,355,NaN,bottle,cat,NaN,cat0_bottle1.png
clip,1,356,NaN,chair,cat,NaN,cat0_chair1.png
clip,1,357,NaN,clock,cat,NaN,cat0_clock1.png
clip,1,358,NaN,cat,cat,NaN,cat0_dog1.png
clip,1,359,NaN,dog,cat,NaN,cat0_elephant1.png
clip,1,360,NaN,knife,cat,NaN,cat0_knife1.png
clip,1,361,NaN,dog,cat,NaN,cat1_bear1.png
clip,1,362,NaN,bicycle,cat,NaN,cat1_bicycle1.png
clip,1,363,NaN,knife,cat,NaN,cat1_bird1.png
clip,1,364,NaN,bottle,cat,NaN,cat1_bottle1.png
clip,1,365,NaN,chair,cat,NaN,cat1_chair1.png
clip,1,366,NaN,clock,cat,NaN,cat1_clock1.png
clip,1,367,NaN,cat,cat,NaN,cat1_dog1.png
clip,1,368,NaN,elephant,cat,NaN,cat1_elephant1.png
clip,1,369,NaN,knife,cat,NaN,cat1_knife1.png
clip,1,370,NaN,dog,cat,NaN,cat2_bear1.png
clip,1,371,NaN,bicycle,cat,NaN,cat2_bicycle1.png
clip,1,372,NaN,cat,cat,NaN,cat2_bird1.png
clip,1,373,NaN,bottle,cat,NaN,cat2_bottle1.png
clip,1,374,NaN,cat,cat,NaN,cat2_chair1.png
clip,1,375,NaN,clock,cat,NaN,cat2_clock1.png
clip,1,376,NaN,dog,cat,NaN,cat2_dog1.png
clip,1,377,NaN,cat,cat,NaN,cat2_elephant1.png
clip,1,378,NaN,knife,cat,NaN,cat2_knife1.png
clip,1,379,NaN,knife,cat,NaN,cat3_bear1.png
clip,1,380,NaN,bicycle,cat,NaN,cat3_bicycle1.png
clip,1,381,NaN,cat,cat,NaN,cat3_bird1.png
clip,1,382,NaN,bottle,cat,NaN,cat3_bottle1.png
clip,1,383,NaN,chair,cat,NaN,cat3_chair1.png
clip,1,384,NaN,clock,cat,NaN,cat3_clock1.png
clip,1,385,NaN,cat,cat,NaN,cat3_dog1.png
clip,1,386,NaN,knife,cat,NaN,cat3_elephant1.png
clip,1,387,NaN,knife,cat,NaN,cat3_knife1.png
clip,1,388,NaN,dog,cat,NaN,cat4_bear1.png
clip,1,389,NaN,cat,cat,NaN,cat4_bicycle1.png
clip,1,390,NaN,cat,cat,NaN,cat4_bird1.png
clip,1,391,NaN,bottle,cat,NaN,cat4_bottle1.png
clip,1,392,NaN,chair,cat,NaN,cat4_chair1.png
clip,1,393,NaN,clock,cat,NaN,cat4_clock1.png
clip,1,394,NaN,cat,cat,NaN,cat4_dog1.png
clip,1,395,NaN,cat,cat,NaN,cat4_elephant1.png
clip,1,396,NaN,knife,cat,NaN,cat4_knife1.png
clip,1,397,NaN,dog,cat,NaN,cat5_bear1.png
clip,1,398,NaN,bicycle,cat,NaN,cat5_bicycle1.png
clip,1,399,NaN,knife,cat,NaN,cat5_bird1.png
clip,1,400,NaN,bottle,cat,NaN,cat5_bottle1.png
clip,1,401,NaN,chair,cat,NaN,cat5_chair1.png
clip,1,402,NaN,clock,cat,NaN,cat5_clock1.png
clip,1,403,NaN,dog,cat,NaN,cat5_dog1.png
clip,1,404,NaN,knife,cat,NaN,cat5_elephant1.png
clip,1,405,NaN,knife,cat,NaN,cat5_knife1.png
clip,1,406,NaN,dog,cat,NaN,cat6_bear1.png
clip,1,407,NaN,bicycle,cat,NaN,cat6_bicycle1.png
clip,1,408,NaN,bird,cat,NaN,cat6_bird1.png
clip,1,409,NaN,bottle,cat,NaN,cat6_bottle1.png
clip,1,410,NaN,chair,cat,NaN,cat6_chair1.png
clip,1,411,NaN,clock,cat,NaN,cat6_clock1.png
clip,1,412,NaN,dog,cat,NaN,cat6_dog1.png
clip,1,413,NaN,elephant,cat,NaN,cat6_elephant1.png
clip,1,414,NaN,knife,cat,NaN,cat6_knife1.png
clip,1,415,NaN,dog,cat,NaN,cat7_bear1.png
clip,1,416,NaN,bicycle,cat,NaN,cat7_bicycle1.png
clip,1,417,NaN,dog,cat,NaN,cat7_bird1.png
clip,1,418,NaN,bottle,cat,NaN,cat7_bottle1.png
clip,1,419,NaN,dog,cat,NaN,cat7_chair1.png
clip,1,420,NaN,clock,cat,NaN,cat7_clock1.png
