subj,session,trial,rt,object_response,category,condition,imagename
dinov2,1,62,NaN,elephant,bear,NaN,bear6_elephant1.png
dinov2,1,63,NaN,knife,bear,NaN,bear6_knife1.png
dinov2,1,64,NaN,bicycle,bear,NaN,bear7_bicycle1.png
dinov2,1,65,NaN,bird,bear,NaN,bear7_bird1.png
dinov2,1,66,NaN,bottle,bear,NaN,bear7_bottle1.png
dinov2,1,67,NaN,cat,bear,NaN,bear7_cat1.png
dinov2,1,68,NaN,chair,bear,NaN,bear7_chair1.png
dinov2,1,69,NaN,clock,bear,NaN,bear7_clock1.png
dinov2,1,70,NaN,dog,bear,NaN,bear7_dog1.png
dinov2,1,71,NaN,elephant,bear,NaN,bear7_elephant1.png
dinov2,1,72,NaN,knife,bear,NaN,bear7_knife1.png
dinov2,1,73,NaN,bicycle,bear,NaN,bear8_bicycle1.png
dinov2,1,74,NaN,bird,bear,NaN,bear8_bird1.png
dinov2,1,75,NaN,bottle,bear,NaN,bear8_bottle1.png
dinov2,1,76,NaN,cat,bear,NaN,bear8_cat1.png
dinov2,1,77,NaN,chair,bear,NaN,bear8_chair1.png
dinov2,1,78,NaN,clock,bear,NaN,bear8_clock1.png
dinov2,1,79,NaN,dog,bear,NaN,bear8_dog1.png
dinov2,1,80,NaN,elephant,bear,NaN,bear8_elephant1.png
dinov2,1,81,NaN,knife,bear,NaN,bear8_knife1.png
dinov2,1,82,NaN,bear,bicycle,NaN,bicycle0_bear1.png
dinov2,1,83,NaN,bird,bicycle,NaN,bicycle0_bird1.png
dinov2,1,84,NaN,bottle,bicycle,NaN,bicycle0_bottle1.png
dinov2,1,85,NaN,cat,bicycle,NaN,bicycle0_cat1.png
dinov2,1,86,NaN,chair,bicycle,NaN,bicycle0_chair1.png
dinov2,1,87,NaN,clock,bicycle,NaN,bicycle0_clock1.png
dinov2,1,88,NaN,dog,bicycle,NaN,bicycle0_dog1.png
dinov2,1,89,NaN,elephant,bicycle,NaN,bicycle0_elephant1.png
dinov2,1,90,NaN,knife,bicycle,NaN,bicycle0_knife1.png
dinov2,1,91,NaN,bear,bicycle,NaN,bicycle1_bear1.png
dinov2,1,92,NaN,bicycle,bicycle,NaN,bicycle1_bird1.png
dinov2,1,93,NaN,bicycle,bicycle,NaN,bicycle1_bottle1.png
dinov2,1,94,NaN,bicycle,bicycle,NaN,bicycle1_cat1.png
dinov2,1,95,NaN,chair,bicycle,NaN,bicycle1_chair1.png
dinov2,1,96,NaN,clock,bicycle,NaN,bicycle1_clock1.png
dinov2,1,97,NaN,dog,bicycle,NaN,bicycle1_dog1.png
dinov2,1,98,NaN,bicycle,bicycle,NaN,bicycle1_elephant1.png
dinov2,1,99,NaN,knife,bicycle,NaN,bicycle1_knife1.png
dinov2,1,100,NaN,bicycle,bicycle,NaN,bicycle2_bear1.png
dinov2,1,101,NaN,bicycle,bicycle,NaN,bicycle2_bird1.png
dinov2,1,102,NaN,bicycle,bicycle,NaN,bicycle2_bottle1.png
dinov2,1,103,NaN,bicycle,bicycle,NaN,bicycle2_cat1.png
dinov2,1,104,NaN,bicycle,bicycle,NaN,bicycle2_chair1.png
dinov2,1,105,NaN,bicycle,bicycle,NaN,bicycle2_clock1.png
dinov2,1,106,NaN,bicycle,bicycle,NaN,bicycle2_dog1.png
dinov2,1,107,NaN,bicycle,bicycle,NaN,bicycle2_elephant1.png
dinov2,1,108,NaN,knife,bicycle,NaN,bicycle2_knife1.png
dinov2,1,109,NaN,bear,bicycle,NaN,bicycle3_bear1.png
dinov2,1,110,NaN,bird,bicycle,NaN,bicycle3_bird1.png
dinov2,1,111,NaN,bottle,bicycle,NaN,bicycle3_bottle1.png
dinov2,1,112,NaN,cat,bicycle,NaN,bicycle3_cat1.png
dinov2,1,113,NaN,chair,bicycle,NaN,bicycle3_chair1.png
dinov2,1,114,NaN,clock,bicycle,NaN,bicycle3_clock1.png
dinov2,1,115,NaN,dog,bicycle,NaN,bicycle3_dog1.png
dinov2,1,116,NaN,elephant,bicycle,NaN,bicycle3_elephant1.png
dinov2,1,117,NaN,knife,bicycle,NaN,bicycle3_knife1.png
dinov2,1,118,NaN,bicycle,bicycle,NaN,bicycle4_bear1.png
dinov2,1,119,NaN,clock,bicycle,NaN,bicycle4_bird1.png
dinov2,1,120,NaN,knife,bicycle,NaN,bicycle4_bottle1.png
dinov2,1,121,NaN,bicycle,bicycle,NaN,bicycle4_cat1.png
dinov2,1,122,NaN,knife,bicycle,NaN,bicycle4_chair1.png
dinov2,1,123,NaN,clock,bicycle,NaN,bicycle4_clock1.png
dinov2,1,124,NaN,clock,bicycle,NaN,bicycle4_dog1.png
dinov2,1,125,NaN,bicycle,bicycle,NaN,bicycle4_elephant1.png
dinov2,1,126,NaN,knife,bicycle,NaN,bicycle4_knife1.png
dinov2,1,127,NaN,bicycle,bicycle,NaN,bicycle5_bear1.png
dinov2,1,128,NaN,bicycle,bicycle,NaN,bicycle5_bird1.png
dinov2,1,129,NaN,bicycle,bicycle,NaN,bicycle5_bottle1.png
dinov2,1,130,NaN,bicycle,bicycle,NaN,bicycle5_cat1.png
dinov2,1,131,NaN,bicycle,bicycle,NaN,bicycle5_chair1.png
dinov2,1,132,NaN,clock,bicycle,NaN,bicycle5_clock1.png
dinov2,1,133,NaN,bicycle,bicycle,NaN,bicycle5_dog1.png
dinov2,1,134,NaN,bicycle,bicycle,NaN,bicycle5_elephant1.png
dinov2,1,135,NaN,knife,bicycle,NaN,bicycle5_knife1.png
dinov2,1,136,NaN,bicycle,bicycle,NaN,bicycle6_bear1.png
dinov2,1,137,NaN,bicycle,bicycle,NaN,bicycle6_bird1.png
dinov2,1,138,NaN,bicycle,bicycle,NaN,bicycle6_bottle1.png
dinov2,1,139,NaN,bicycle,bicycle,NaN,bicycle6_cat1.png
dinov2,1,140,NaN,bicycle,bicycle,NaN,bicycle6_chair1.png
dinov2,1,141,NaN,clock,bicycle,NaN,bicycle6_clock1.png
dinov2,1,142,NaN,bicycle,bicycle,NaN,bicycle6_dog1.png
dinov2,1,143,NaN,bicycle,bicycle,NaN,bicycle6_elephant1.png
dinov2,1,144,NaN,chair,bicycle,NaN,bicycle6_knife1.png
dinov2,1,145,NaN,bicycle,bicycle,NaN,bicycle7_bear1.png
dinov2,1,146,NaN,bicycle,bicycle,NaN,bicycle7_bird1.png
dinov2,1,147,NaN,bicycle,bicycle,NaN,bicycle7_bottle1.png
dinov2,1,148,NaN,bicycle,bicycle,NaN,bicycle7_cat1.png
dinov2,1,149,NaN,bicycle,bicycle,NaN,bicycle7_chair1.png
dinov2,1,150,NaN,clock,bicycle,NaN,bicycle7_clock1.png
dinov2,1,151,NaN,bicycle,bicycle,NaN,bicycle7_dog1.png
dinov2,1,152,NaN,bicycle,bicycle,NaN,bicycle7_elephant1.png
dinov2,1,153,NaN,knife,bicycle,NaN,bicycle7_knife1.png
dinov2,1,154,NaN,bicycle,bicycle,NaN,bicycle8_bear1.png
dinov2,1,155,NaN,bicycle,bicycle,NaN,bicycle8_bird1.png
dinov2,1,156,NaN,bottle,bicycle,NaN,bicycle8_bottle1.png
dinov2,1,157,NaN,cat,bicycle,NaN,bicycle8_cat1.png
dinov2,1,158,NaN,chair,bicycle,NaN,bicycle8_chair1.png
dinov2,1,159,NaN,clock,bicycle,NaN,bicycle8_clock1.png
dinov2,1,160,NaN,dog,bicycle,NaN,bicycle8_dog1.png
dinov2,1,161,NaN,bicycle,bicycle,NaN,bicycle8_elephant1.png
dinov2,1,162,NaN,knife,bicycle,NaN,bicycle8_knife1.png
dinov2,1,163,NaN,bear,bicycle,NaN,bicycle9_bear1.png
dinov2,1,164,NaN,bird,bicycle,NaN,bicycle9_bird1.png
dinov2,1,165,NaN,bottle,bicycle,NaN,bicycle9_bottle1.png
dinov2,1,166,NaN,cat,bicycle,NaN,bicycle9_cat1.png
dinov2,1,167,NaN,chair,bicycle,NaN,bicycle9_chair1.png
dinov2,1,168,NaN,clock,bicycle,NaN,bicycle9_clock1.png
dinov2,1,169,NaN,dog,bicycle,NaN,bicycle9_dog1.png
dinov2,1,170,NaN,knife,bicycle,NaN,bicycle9_elephant1.png
dinov2,1,171,NaN,knife,bicycle,NaN,bicycle9_knife1.png
dinov2,1,172,NaN,bird,bird,NaN,bird0_bear1.png
dinov2,1,173,NaN,bicycle,bird,NaN,bird0_bicycle1.png
dinov2,1,174,NaN,bottle,bird,NaN,bird0_bottle1.png
dinov2,1,175,NaN,bird,bird,NaN,bird0_cat1.png
dinov2,1,176,NaN,chair,bird,NaN,bird0_chair1.png
dinov2,1,177,NaN,clock,bird,NaN,bird0_clock1.png
dinov2,1,178,NaN,bird,bird,NaN,bird0_dog1.png
dinov2,1,179,NaN,bird,bird,NaN,bird0_elephant1.png
dinov2,1,180,NaN,knife,bird,NaN,bird0_knife1.png
dinov2,1,181,NaN,bear,bird,NaN,bird1_bear1.png
dinov2,1,182,NaN,bicycle,bird,NaN,bird1_bicycle1.png
dinov2,1,183,NaN,bottle,bird,NaN,bird1_bottle1.png
dinov2,1,184,NaN,cat,bird,NaN,bird1_cat1.png
dinov2,1,185,NaN,chair,bird,NaN,bird1_chair1.png
dinov2,1,186,NaN,clock,bird,NaN,bird1_clock1.png
dinov2,1,187,NaN,dog,bird,NaN,bird1_dog1.png
dinov2,1,188,NaN,knife,bird,NaN,bird1_elephant1.png
dinov2,1,189,NaN,knife,bird,NaN,bird1_knife1.png
dinov2,1,190,NaN,bird,bird,NaN,bird2_bear1.png
dinov2,1,191,NaN,bicycle,bird,NaN,bird2_bicycle1.png
dinov2,1,192,NaN,bottle,bird,NaN,bird2_bottle1.png
dinov2,1,193,NaN,bird,bird,NaN,bird2_cat1.png
dinov2,1,194,NaN,chair,bird,NaN,bird2_chair1.png
dinov2,1,195,NaN,clock,bird,NaN,bird2_clock1.png
dinov2,1,196,NaN,bird,bird,NaN,bird2_dog1.png
dinov2,1,197,NaN,knife,bird,NaN,bird2_elephant1.png
dinov2,1,198,NaN,knife,bird,NaN,bird2_knife1.png
dinov2,1,199,NaN,bird,bird,NaN,bird3_bear1.png
dinov2,1,200,NaN,bicycle,bird,NaN,bird3_bicycle1.png
dinov2,1,201,NaN,bottle,bird,NaN,bird3_bottle1.png
dinov2,1,202,NaN,bird,bird,NaN,bird3_cat1.png
dinov2,1,203,NaN,chair,bird,NaN,bird3_chair1.png
dinov2,1,204,NaN,clock,bird,NaN,bird3_clock1.png
dinov2,1,205,NaN,bird,bird,NaN,bird3_dog1.png
dinov2,1,206,NaN,clock,bird,NaN,bird3_elephant1.png
dinov2,1,207,NaN,knife,bird,NaN,bird3_knife1.png
dinov2,1,208,NaN,bird,bird,NaN,bird4_bear1.png
dinov2,1,209,NaN,bicycle,bird,NaN,bird4_bicycle1.png
dinov2,1,210,NaN,bottle,bird,NaN,bird4_bottle1.png
dinov2,1,211,NaN,bird,bird,NaN,bird4_cat1.png
dinov2,1,212,NaN,chair,bird,NaN,bird4_chair1.png
dinov2,1,213,NaN,clock,bird,NaN,bird4_clock1.png
dinov2,1,214,NaN,bird,bird,NaN,bird4_dog1.png
dinov2,1,215,NaN,bird,bird,NaN,bird4_elephant1.png
dinov2,1,216,NaN,knife,bird,NaN,bird4_knife1.png
dinov2,1,217,NaN,bear,bird,NaN,bird5_bear1.png
dinov2,1,218,NaN,bicycle,bird,NaN,bird5_bicycle1.png
dinov2,1,219,NaN,bottle,bird,NaN,bird5_bottle1.png
dinov2,1,220,NaN,bird,bird,NaN,bird5_cat1.png
dinov2,1,221,NaN,chair,bird,NaN,bird5_chair1.png
dinov2,1,222,NaN,clock,bird,NaN,bird5_clock1.png
dinov2,1,223,NaN,dog,bird,NaN,bird5_dog1.png
dinov2,1,224,NaN,bird,bird,NaN,bird5_elephant1.png
dinov2,1,225,NaN,knife,bird,NaN,bird5_knife1.png
dinov2,1,226,NaN,bear,bird,NaN,bird6_bear1.png
dinov2,1,227,NaN,bicycle,bird,NaN,bird6_bicycle1.png
dinov2,1,228,NaN,bottle,bird,NaN,bird6_bottle1.png
dinov2,1,229,NaN,cat,bird,NaN,bird6_cat1.png
dinov2,1,230,NaN,chair,bird,NaN,bird6_chair1.png
dinov2,1,231,NaN,clock,bird,NaN,bird6_clock1.png
dinov2,1,232,NaN,dog,bird,NaN,bird6_dog1.png
dinov2,1,233,NaN,elephant,bird,NaN,bird6_elephant1.png
dinov2,1,234,NaN,knife,bird,NaN,bird6_knife1.png
dinov2,1,235,NaN,bird,bird,NaN,bird7_bear1.png
dinov2,1,236,NaN,bicycle,bird,NaN,bird7_bicycle1.png
dinov2,1,237,NaN,bottle,bird,NaN,bird7_bottle1.png
dinov2,1,238,NaN,bird,bird,NaN,bird7_cat1.png
dinov2,1,239,NaN,chair,bird,NaN,bird7_chair1.png
dinov2,1,240,NaN,clock,bird,NaN,bird7_clock1.png
dinov2,1,241,NaN,bird,bird,NaN,bird7_dog1.png
dinov2,1,242,NaN,knife,bird,NaN,bird7_elephant1.png
dinov2,1,243,NaN,knife,bird,NaN,bird7_knife1.png
dinov2,1,244,NaN,bear,bird,NaN,bird8_bear1.png
dinov2,1,245,NaN,bicycle,bird,NaN,bird8_bicycle1.png
dinov2,1,246,NaN,bottle,bird,NaN,bird8_bottle1.png
dinov2,1,247,NaN,bird,bird,NaN,bird8_cat1.png
dinov2,1,248,NaN,chair,bird,NaN,bird8_chair1.png
dinov2,1,249,NaN,clock,bird,NaN,bird8_clock1.png
dinov2,1,250,NaN,bird,bird,NaN,bird8_dog1.png
dinov2,1,251,NaN,bird,bird,NaN,bird8_elephant1.png
dinov2,1,252,NaN,clock,bird,NaN,bird8_knife1.png
dinov2,1,253,NaN,bear,bird,NaN,bird9_bear1.png
dinov2,1,254,NaN,bicycle,bird,NaN,bird9_bicycle1.png
dinov2,1,255,NaN,bottle,bird,NaN,bird9_bottle1.png
dinov2,1,256,NaN,dog,bird,NaN,bird9_cat1.png
dinov2,1,257,NaN,chair,bird,NaN,bird9_chair1.png
dinov2,1,258,NaN,clock,bird,NaN,bird9_clock1.png
dinov2,1,259,NaN,bird,bird,NaN,bird9_dog1.png
dinov2,1,260,NaN,bird,bird,NaN,bird9_elephant1.png
dinov2,1,261,NaN,knife,bird,NaN,bird9_knife1.png
dinov2,1,262,NaN,bear,bottle,NaN,bottle0_bear1.png
dinov2,1,263,NaN,bicycle,bottle,NaN,bottle0_bicycle1.png
dinov2,1,264,NaN,bird,bottle,NaN,bottle0_bird1.png
dinov2,1,265,NaN,cat,bottle,NaN,bottle0_cat1.png
dinov2,1,266,NaN,chair,bottle,NaN,bottle0_chair1.png
dinov2,1,267,NaN,clock,bottle,NaN,bottle0_clock1.png
dinov2,1,268,NaN,dog,bottle,NaN,bottle0_dog1.png
dinov2,1,269,NaN,elephant,bottle,NaN,bottle0_elephant1.png
dinov2,1,270,NaN,knife,bottle,NaN,bottle0_knife1.png
dinov2,1,271,NaN,bear,bottle,NaN,bottle1_bear1.png
dinov2,1,272,NaN,bicycle,bottle,NaN,bottle1_bicycle1.png
dinov2,1,273,NaN,bird,bottle,NaN,bottle1_bird1.png
dinov2,1,274,NaN,cat,bottle,NaN,bottle1_cat1.png
dinov2,1,275,NaN,chair,bottle,NaN,bottle1_chair1.png
dinov2,1,276,NaN,clock,bottle,NaN,bottle1_clock1.png
dinov2,1,277,NaN,dog,bottle,NaN,bottle1_dog1.png
dinov2,1,278,NaN,elephant,bottle,NaN,bottle1_elephant1.png
dinov2,1,279,NaN,knife,bottle,NaN,bottle1_knife1.png
dinov2,1,280,NaN,bear,bottle,NaN,bottle2_bear1.png
dinov2,1,281,NaN,bicycle,bottle,NaN,bottle2_bicycle1.png
dinov2,1,282,NaN,bird,bottle,NaN,bottle2_bird1.png
dinov2,1,283,NaN,cat,bottle,NaN,bottle2_cat1.png
dinov2,1,284,NaN,chair,bottle,NaN,bottle2_chair1.png
dinov2,1,285,NaN,clock,bottle,NaN,bottle2_clock1.png
dinov2,1,286,NaN,dog,bottle,NaN,bottle2_dog1.png
dinov2,1,287,NaN,elephant,bottle,NaN,bottle2_elephant1.png
dinov2,1,288,NaN,knife,bottle,NaN,bottle2_knife1.png
dinov2,1,289,NaN,bear,bottle,NaN,bottle3_bear1.png
dinov2,1,290,NaN,bicycle,bottle,NaN,bottle3_bicycle1.png
dinov2,1,291,NaN,bird,bottle,NaN,bottle3_bird1.png
dinov2,1,292,NaN,cat,bottle,NaN,bottle3_cat1.png
dinov2,1,293,NaN,chair,bottle,NaN,bottle3_chair1.png
dinov2,1,294,NaN,clock,bottle,NaN,bottle3_clock1.png
dinov2,1,295,NaN,dog,bottle,NaN,bottle3_dog1.png
dinov2,1,296,NaN,elephant,bottle,NaN,bottle3_elephant1.png
dinov2,1,297,NaN,knife,bottle,NaN,bottle3_knife1.png
dinov2,1,298,NaN,bear,bottle,NaN,bottle4_bear1.png
dinov2,1,299,NaN,bicycle,bottle,NaN,bottle4_bicycle1.png
dinov2,1,300,NaN,bottle,bottle,NaN,bottle4_bird1.png
dinov2,1,301,NaN,bottle,bottle,NaN,bottle4_cat1.png
dinov2,1,302,NaN,chair,bottle,NaN,bottle4_chair1.png
dinov2,1,303,NaN,clock,bottle,NaN,bottle4_clock1.png
dinov2,1,304,NaN,bottle,bottle,NaN,bottle4_dog1.png
dinov2,1,305,NaN,bottle,bottle,NaN,bottle4_elephant1.png
dinov2,1,306,NaN,knife,bottle,NaN,bottle4_knife1.png
dinov2,1,307,NaN,bear,bottle,NaN,bottle5_bear1.png
dinov2,1,308,NaN,bicycle,bottle,NaN,bottle5_bicycle1.png
dinov2,1,309,NaN,bird,bottle,NaN,bottle5_bird1.png
dinov2,1,310,NaN,cat,bottle,NaN,bottle5_cat1.png
dinov2,1,311,NaN,chair,bottle,NaN,bottle5_chair1.png
dinov2,1,312,NaN,clock,bottle,NaN,bottle5_clock1.png
dinov2,1,313,NaN,cat,bottle,NaN,bottle5_dog1.png
dinov2,1,314,NaN,knife,bottle,NaN,bottle5_elephant1.png
dinov2,1,315,NaN,knife,bottle,NaN,bottle5_knife1.png
dinov2,1,316,NaN,bear,bottle,NaN,bottle6_bear1.png
dinov2,1,317,NaN,bicycle,bottle,NaN,bottle6_bicycle1.png
dinov2,1,318,NaN,bird,bottle,NaN,bottle6_bird1.png
dinov2,1,319,NaN,cat,bottle,NaN,bottle6_cat1.png
dinov2,1,320,NaN,chair,bottle,NaN,bottle6_chair1.png
dinov2,1,321,NaN,clock,bottle,NaN,bottle6_clock1.png
dinov2,1,322,NaN,dog,bottle,NaN,bottle6_dog1.png
dinov2,1,323,NaN,elephant,bottle,NaN,bottle6_elephant1.png
dinov2,1,324,NaN,knife,bottle,NaN,bottle6_knife1.png
dinov2,1,325,NaN,bear,bottle,NaN,bottle7_bear1.png
dinov2,1,326,NaN,bicycle,bottle,NaN,bottle7_bicycle1.png
dinov2,1,327,NaN,bird,bottle,NaN,bottle7_bird1.png
dinov2,1,328,NaN,cat,bottle,NaN,bottle7_cat1.png
dinov2,1,329,NaN,chair,bottle,NaN,bottle7_chair1.png
dinov2,1,330,NaN,clock,bottle,NaN,bottle7_clock1.png
dinov2,1,331,NaN,dog,bottle,NaN,bottle7_dog1.png
dinov2,1,332,NaN,elephant,bottle,NaN,bottle7_elephant1.png
dinov2,1,333,NaN,knife,bottle,NaN,bottle7_knife1.png
dinov2,1,334,NaN,bear,bottle,NaN,bottle8_bear1.png
dinov2,1,335,NaN,bicycle,bottle,NaN,bottle8_bicycle1.png
dinov2,1,336,NaN,bird,bottle,NaN,bottle8_bird1.png
dinov2,1,337,NaN,cat,bottle,NaN,bottle8_cat1.png
dinov2,1,338,NaN,chair,bottle,NaN,bottle8_chair1.png
dinov2,1,339,NaN,clock,bottle,NaN,bottle8_clock1.png
dinov2,1,340,NaN,dog,bottle,NaN,bottle8_dog1.png
dinov2,1,341,NaN,bottle,bottle,NaN,bottle8_elephant1.png
dinov2,1,342,NaN,knife,bottle,NaN,bottle8_knife1.png
dinov2,1,343,NaN,bear,bottle,NaN,bottle9_bear1.png
dinov2,1,344,NaN,bicycle,bottle,NaN,bottle9_bicycle1.png
dinov2,1,345,NaN,bird,bottle,NaN,bottle9_bird1.png
dinov2,1,346,NaN,cat,bottle,NaN,bottle9_cat1.png
dinov2,1,347,NaN,chair,bottle,NaN,bottle9_chair1.png
dinov2,1,348,NaN,clock,bottle,NaN,bottle9_clock1.png
dinov2,1,349,NaN,dog,bottle,NaN,bottle9_dog1.png
dinov2,1,350,NaN,elephant,bottle,NaN,bottle9_elephant1.png
dinov2,1,351,NaN,knife,bottle,NaN,bottle9_knife1.png
dinov2,1,352,NaN,bear,cat,NaN,cat0_bear1.png
dinov2,1,353,NaN,bicycle,cat,NaN,cat0_bicycle1.png
dinov2,1,354,NaN,cat,cat,NaN,cat0_bird1.png
dinov2,1,355,NaN,bottle,cat,NaN,cat0_bottle1.png
dinov2,1,356,NaN,chair,cat,NaN,cat0_chair1.png
dinov2,1,357,NaN,clock,cat,NaN,cat0_clock1.png
dinov2,1,358,NaN,dog,cat,NaN,cat0_dog1.png
dinov2,1,359,NaN,cat,cat,NaN,cat0_elephant1.png
dinov2,1,360,NaN,knife,cat,NaN,cat0_knife1.png
dinov2,1,361,NaN,bear,cat,NaN,cat1_bear1.png
dinov2,1,362,NaN,bicycle,cat,NaN,cat1_bicycle1.png
dinov2,1,363,NaN,bird,cat,NaN,cat1_bird1.png
dinov2,1,364,NaN,bottle,cat,NaN,cat1_bottle1.png
dinov2,1,365,NaN,chair,cat,NaN,cat1_chair1.png
dinov2,1,366,NaN,clock,cat,NaN,cat1_clock1.png
dinov2,1,367,NaN,dog,cat,NaN,cat1_dog1.png
dinov2,1,368,NaN,elephant,cat,NaN,cat1_elephant1.png
dinov2,1,369,NaN,knife,cat,NaN,cat1_knife1.png
dinov2,1,370,NaN,bear,cat,NaN,cat2_bear1.png
dinov2,1,371,NaN,bicycle,cat,NaN,cat2_bicycle1.png
dinov2,1,372,NaN,bird,cat,NaN,cat2_bird1.png
dinov2,1,373,NaN,bottle,cat,NaN,cat2_bottle1.png
dinov2,1,374,NaN,chair,cat,NaN,cat2_chair1.png
dinov2,1,375,NaN,clock,cat,NaN,cat2_clock1.png
dinov2,1,376,NaN,dog,cat,NaN,cat2_dog1.png
dinov2,1,377,NaN,elephant,cat,NaN,cat2_elephant1.png
dinov2,1,378,NaN,knife,cat,NaN,cat2_knife1.png
dinov2,1,379,NaN,bear,cat,NaN,cat3_bear1.png
dinov2,1,380,NaN,bicycle,cat,NaN,cat3_bicycle1.png
dinov2,1,381,NaN,bird,cat,NaN,cat3_bird1.png
dinov2,1,382,NaN,bottle,cat,NaN,cat3_bottle1.png
dinov2,1,383,NaN,chair,cat,NaN,cat3_chair1.png
dinov2,1,384,NaN,clock,cat,NaN,cat3_clock1.png
dinov2,1,385,NaN,dog,cat,NaN,cat3_dog1.png
dinov2,1,386,NaN,cat,cat,NaN,cat3_elephant1.png
dinov2,1,387,NaN,knife,cat,NaN,cat3_knife1.png
dinov2,1,388,NaN,bear,cat,NaN,cat4_bear1.png
dinov2,1,389,NaN,bicycle,cat,NaN,cat4_bicycle1.png
dinov2,1,390,NaN,cat,cat,NaN,cat4_bird1.png
dinov2,1,391,NaN,bottle,cat,NaN,cat4_bottle1.png
dinov2,1,392,NaN,chair,cat,NaN,cat4_chair1.png
dinov2,1,393,NaN,clock,cat,NaN,cat4_clock1.png
dinov2,1,394,NaN,dog,cat,NaN,cat4_dog1.png
dinov2,1,395,NaN,cat,cat,NaN,cat4_elephant1.png
